custId,custName,custCountry,productSold,salesChannel,unitsSold,dateSold
23649,Tyler Gordon,Namibia,SUPA103,Online,125,2012-04-23
23650,Ursa Strickland,Venezuela,SUPA101,Retail,162,2012-04-23
23651,Jolene Rodriquez,Botswana,DETA200,Online,108,2012-04-26
23652,Amela Summers,Holy See (Vatican City State),SUPA101,Retail,191,2012-04-02
23653,Kaye Rocha,Panama,PURA250,Online,165,2012-05-17
23654,Brian Clarke,Northern Mariana Islands,PURA100,Online,128,2012-04-11
23655,Dawn Carey,Holy See (Vatican City State),PURA200,Online,146,2012-05-23
23656,Audrey Chase,Switzerland,SUPA105,Online,206,2012-05-18
23657,Aimee James,Bosnia and Herzegovina,PURA250,Online,196,2012-04-02
23658,Raymond Noel,Belize,SUPA102,Online,88,2012-05-15
23659,Judah Erickson,Timor-leste,PURA500,Online,209,2012-04-06
23660,Quemby Romero,Northern Mariana Islands,PURA500,Online,189,2012-05-08
23661,Shaine Lambert,Rwanda,PURA100,Direct,77,2012-03-24
23662,Deirdre Ford,Benin,SUPA104,Retail,163,2012-01-24
23663,Maris Shepherd,Falkland Islands (Malvinas),PURA100,Retail,99,2012-03-18
23664,Sybil Barker,Samoa,SUPA101,Online,180,2012-01-17
23665,Breanna Sweeney,Panama,SUPA101,Retail,106,2012-03-08
23666,Blair Horne,Maldives,SUPA105,Retail,165,2012-02-25
23667,Evelyn Cherry,Norway,PURA100,Retail,12,2012-03-23
23668,Jermaine Mcneil,Libyan Arab Jamahiriya,PURA200,Online,37,2012-01-03
23669,Melissa Roberts,Greenland,PURA200,Online,28,2012-03-26
23670,Davis Kennedy,Rwanda,PURA500,Online,18,2012-02-19
23671,Hadassah Hodge,Syrian Arab Republic,SUPA104,Retail,99,2012-03-18
23672,Callie Cervantes,Vanuatu,SUPA102,Online,132,2012-01-10
23673,Ifeoma Crane,Aruba,PURA100,Retail,95,2012-02-08
23674,Dara Burch,Namibia,SUPA102,Online,120,2012-03-06
23675,Brielle Mcdaniel,Sao Tome and Principe,SUPA105,Online,36,2012-02-20
23676,Ralph Carroll,Falkland Islands (Malvinas),PURA200,Retail,86,2012-01-18
23677,Destiny Fisher,Zambia,PURA250,Retail,149,2012-01-08
23678,Georgia Good,Swaziland,PURA250,Online,7,2012-01-14
23679,Winter Mcclain,Gambia,DETA200,Online,9,2012-02-29
23680,Yael Stafford,Honduras,DETA100,Retail,151,2012-03-18
23681,Bruno Durham,Fiji,SUPA101,Direct,24,2012-02-17
23682,Yuri Rice,"Virgin Islands, U.S.",PURA100,Online,200,2012-01-16
23683,Harding Blackwell,Comoros,PURA250,Retail,160,2012-01-11
23684,Kieran Charles,Macao,PURA500,Online,103,2012-03-29
23685,Jennifer Harrington,Mauritania,SUPA101,Retail,61,2012-01-31
23686,Darrel Jones,Kazakhstan,DETA200,Online,84,2012-03-30
23687,Leroy Valdez,Serbia and Montenegro,SUPA103,Online,197,2012-01-27
23688,Jessamine Watkins,Iceland,DETA800,Online,161,2012-02-09
23689,Phillip Schneider,Oman,SUPA102,Retail,181,2012-02-20
23690,Rooney Wolfe,Singapore,SUPA105,Online,91,2012-01-26
23691,Brenna Villarreal,Ecuador,DETA100,Online,52,2012-03-07
23692,Yuri Huber,Cyprus,PURA100,Retail,207,2012-01-19
23693,Yvonne Shepard,Trinidad and Tobago,PURA100,Online,132,2012-01-15
23694,Sybill Rivers,Bahrain,SUPA102,Retail,25,2012-02-13
23695,Acton Ratliff,Uzbekistan,PURA100,Retail,152,2012-01-24
23696,Blaine Soto,Lesotho,DETA100,Online,187,2012-01-16
23697,Joelle Kidd,New Zealand,PURA250,Retail,84,2012-01-19
23698,Uta Rodgers,Egypt,SUPA105,Retail,86,2012-02-25
23699,Graham Paul,Trinidad and Tobago,SUPA102,Online,183,2012-01-11
23700,Jorden Mcneil,Nigeria,DETA200,Retail,121,2012-02-06
23701,Pamela Paul,Falkland Islands (Malvinas),PURA200,Direct,165,2012-02-15
23702,Yvonne Mcguire,Heard Island and Mcdonald Islands,PURA200,Direct,27,2012-02-06
23703,Mason Shields,Sudan,DETA100,Retail,205,2012-03-20
23704,Shelly Johnston,Mauritius,SUPA101,Retail,22,2012-03-22
23705,Jameson Sawyer,United States Minor Outlying Islands,PURA250,Retail,155,2012-02-12
23706,Keegan Beasley,Congo,DETA800,Retail,197,2012-02-03
23707,Georgia Ford,Saint Lucia,SUPA102,Online,202,2012-01-14
23708,Kevin Dejesus,Algeria,SUPA102,Online,126,2012-02-08
23709,Ina Chang,Tokelau,SUPA105,Online,164,2012-03-06
23710,Alexa Byrd,Albania,PURA250,Retail,9,2012-02-28
23711,Vance Middleton,Comoros,SUPA101,Direct,42,2012-01-13
23712,Barrett Tyler,Georgia,DETA800,Online,9,2012-02-21
23713,Gail Calderon,Oman,DETA200,Direct,141,2012-03-03
23714,Shea Valenzuela,Micronesia,SUPA104,Online,184,2012-02-25
23715,Ignacia Cantu,Zimbabwe,SUPA102,Retail,119,2012-03-05
23716,Xanthus Holden,Kuwait,SUPA102,Online,49,2012-02-20
23717,Hayden Fulton,Guinea-bissau,SUPA104,Online,93,2012-01-29
23718,Shana Rich,"Taiwan, Province of China",SUPA102,Retail,187,2012-01-21
23719,Hall Callahan,Colombia,SUPA105,Retail,183,2012-03-17
23720,Akeem Madden,Netherlands Antilles,PURA100,Direct,58,2012-03-21
23721,Montana Vincent,Iceland,PURA250,Retail,194,2012-02-21
23722,Yoshi Ruiz,"Korea, Republic of",DETA800,Direct,211,2012-02-11
23723,Mallory Gregory,Tuvalu,DETA800,Direct,11,2012-03-05
23724,Stella Strickland,Swaziland,PURA500,Online,33,2012-02-25
23725,Callie Stanley,Macao,PURA250,Retail,36,2012-02-08
23726,Amity Hudson,Aruba,PURA250,Retail,141,2012-02-23
23727,McKenzie Kirkland,Malaysia,PURA100,Online,111,2012-03-18
23728,Sheila Atkinson,"Virgin Islands, British",PURA100,Online,171,2012-02-26
23729,Beatrice Malone,French Southern Territories,SUPA105,Retail,16,2012-02-02
23730,Savannah Meyer,Benin,PURA200,Online,144,2012-01-22
23731,Aurelia Jennings,Denmark,PURA100,Retail,104,2012-01-08
23732,Kyra Osborn,Bosnia and Herzegovina,PURA200,Retail,196,2012-02-22
23733,Kaitlin Downs,Hong Kong,DETA200,Online,14,2012-02-20
23734,Kirk Greer,Saint Pierre and Miquelon,DETA100,Retail,87,2012-01-03
23735,Gemma Bradford,Northern Mariana Islands,PURA500,Retail,66,2012-02-24
23736,Cedric Larsen,Pakistan,DETA200,Retail,154,2012-01-17
23737,Carly Cameron,Somalia,DETA200,Online,16,2012-01-30
23738,Burke Frank,Morocco,SUPA105,Online,89,2012-02-03
23739,Portia Stewart,Mauritania,SUPA103,Online,150,2012-03-23
23740,Macey Bridges,American Samoa,DETA800,Online,76,2012-01-26
23741,Erich Brewer,Czech Republic,PURA100,Online,178,2012-02-07
23742,Britanney Knapp,United Kingdom,SUPA104,Retail,193,2012-01-30
23743,August Chaney,Albania,SUPA103,Online,174,2012-03-07
23744,Myra Payne,Germany,DETA800,Online,127,2012-02-08
23745,Clayton Cain,Saint Vincent and The Grenadines,DETA800,Retail,180,2012-03-19
23746,Dakota Conner,Mauritius,PURA200,Online,10,2012-02-10
23747,Nichole Lee,Chad,DETA100,Online,97,2012-01-17
23748,Jaime Reilly,Niue,SUPA103,Online,23,2012-02-10
23749,Britanni Brown,New Zealand,PURA250,Retail,139,2012-03-26
23750,Lucy Dawson,Indonesia,SUPA103,Online,75,2012-02-12
23751,Hamilton Willis,Kiribati,SUPA102,Online,166,2012-02-22
23752,Celeste Church,Albania,PURA100,Retail,115,2012-01-08
23753,Drake Floyd,Macedonia,DETA100,Retail,206,2012-02-13
23754,Hermione Rogers,Burundi,PURA250,Online,66,2012-03-23
23755,Ruth Stein,Myanmar,DETA200,Online,65,2012-01-07
23756,Kaseem Adkins,Belize,SUPA105,Online,92,2012-01-05
23757,Minerva Reynolds,French Guiana,PURA100,Retail,185,2012-02-17
23758,Reed Howe,"Tanzania, United Republic of",DETA200,Online,205,2012-02-29
23759,Raya Guthrie,Qatar,PURA250,Online,82,2012-01-20
23760,Idola Underwood,Sri Lanka,SUPA101,Online,69,2012-03-15
23761,Velma Sanford,Paraguay,PURA250,Retail,198,2012-02-18
23762,Hayes Carter,Svalbard and Jan Mayen,SUPA103,Retail,105,2012-02-26
23763,Hope Stevenson,French Polynesia,DETA800,Online,7,2012-03-11
23764,Hadley Wheeler,China,DETA200,Direct,122,2012-02-14
23765,Lunea Fuentes,Kazakhstan,PURA100,Online,29,2012-03-17
23766,Lani Fox,Benin,SUPA101,Direct,75,2012-02-27
23767,Daryl Riddle,Pakistan,PURA250,Retail,83,2012-02-01
23768,Hadassah Christian,Paraguay,SUPA102,Online,168,2012-01-05
23769,Cathleen Espinoza,Mauritania,PURA500,Retail,153,2012-03-10
23770,Paloma Vega,Tokelau,PURA500,Retail,109,2012-02-03
23771,Melinda Klein,Senegal,SUPA102,Retail,57,2012-02-29
23772,Griffin Estrada,Christmas Island,DETA800,Online,119,2012-01-17
23773,Claire Byrd,Azerbaijan,DETA200,Online,87,2012-02-29
23774,Bert Grant,Panama,PURA100,Retail,170,2012-03-07
23775,Guinevere Rosales,Uganda,SUPA103,Online,91,2012-01-05
23776,Ruth Mathis,Serbia and Montenegro,DETA100,Online,124,2012-03-04
23777,Quail Kerr,Haiti,DETA200,Retail,163,2012-02-20
23778,Upton Lewis,Gibraltar,DETA100,Online,81,2012-01-29
23779,Rafael Fletcher,"Tanzania, United Republic of",SUPA103,Online,124,2012-03-07
23780,Alyssa Hodges,Botswana,DETA800,Online,40,2012-03-17
23781,Buffy Heath,Kyrgyzstan,PURA500,Retail,198,2012-03-06
23782,Sarah Castaneda,Guam,DETA800,Online,170,2012-03-19
23783,Alice Lara,Congo,PURA100,Retail,127,2012-01-08
23784,Pascale Sanchez,Saint Lucia,PURA500,Online,86,2012-02-26
23785,Emma Waller,Uganda,PURA100,Online,109,2012-02-01
23786,Yen Graves,Georgia,PURA500,Retail,194,2012-01-08
23787,Selma Coffey,Swaziland,PURA500,Online,29,2012-02-16
23788,Aurora Daniel,Liberia,DETA800,Online,60,2012-03-04
23789,Gray Moss,Korea,SUPA101,Online,47,2012-01-28
23790,Sylvia Fry,Jamaica,SUPA104,Retail,114,2012-02-05
23791,Aileen Hunter,Christmas Island,SUPA103,Online,33,2012-02-05
23792,Vincent Bauer,"Korea, Republic of",PURA500,Retail,31,2012-02-03
23793,Hannah Snider,Myanmar,DETA200,Online,12,2012-03-29
23794,Jonah Guy,Bhutan,DETA800,Online,50,2012-03-25
23795,Ori Sparks,Belgium,PURA200,Retail,115,2012-02-02
23796,Akeem Snider,Turkey,DETA100,Retail,64,2012-01-25
23797,Lael Serrano,Cape Verde,PURA500,Retail,126,2012-03-21
23798,Blythe Simpson,Jordan,SUPA105,Online,177,2012-02-28
23799,Yuli Jacobson,Oman,SUPA103,Online,64,2012-02-28
23800,Peter Goodwin,Burundi,SUPA101,Retail,44,2012-01-29
23801,Deirdre Mccullough,Pakistan,SUPA104,Online,194,2012-02-12
23802,Bruce French,Eritrea,SUPA103,Retail,49,2012-02-09
23803,Mara Garcia,Somalia,SUPA105,Retail,209,2012-01-19
23804,Nasim Galloway,Finland,DETA100,Online,105,2012-03-27
23805,Callum Contreras,South Africa,SUPA101,Retail,130,2012-01-18
23806,Vernon Coleman,United Kingdom,DETA800,Online,48,2012-03-05
23807,Oliver Bullock,Iraq,SUPA105,Online,160,2012-03-16
23808,Nita Andrews,United Kingdom,SUPA105,Retail,179,2012-01-14
23809,Lucius Barton,Uzbekistan,SUPA103,Retail,180,2012-01-24
23810,Josephine Oliver,Syrian Arab Republic,SUPA105,Retail,171,2012-03-27
23811,Aquila Dejesus,Swaziland,DETA200,Direct,107,2012-02-15
23812,Elvis Watkins,China,SUPA103,Online,189,2012-02-26
23813,Vielka Leon,Bouvet Island,PURA100,Online,161,2012-01-25
23814,Teagan Baird,Pitcairn,SUPA105,Online,150,2012-03-16
23815,Rashad Clay,Denmark,SUPA103,Retail,85,2012-02-06
23816,Wanda Guy,Ireland,SUPA104,Retail,85,2012-03-23
23817,Michael Guthrie,Moldova,SUPA102,Online,58,2012-02-28
23818,Brennan Mcclain,Nigeria,PURA100,Direct,93,2012-01-12
23819,Rama Gonzales,Slovenia,DETA200,Online,154,2012-01-03
23820,Nicholas Singleton,French Polynesia,PURA250,Retail,194,2012-03-29
23821,Thaddeus Vinson,El Salvador,SUPA103,Direct,40,2012-01-12
23822,Demetrius Watson,Antigua and Barbuda,PURA100,Online,193,2012-02-11
23823,Rajah Poole,Suriname,DETA800,Online,79,2012-03-12
23824,Meghan Jacobs,Gambia,DETA200,Retail,118,2012-01-25
23825,Reece Hodge,Faroe Islands,PURA500,Online,182,2012-01-08
23826,Laith Charles,Germany,PURA250,Retail,199,2012-03-04
23827,Camden Rosa,Guatemala,SUPA104,Retail,83,2012-01-13
23828,Marah Ashley,Martinique,SUPA101,Retail,115,2012-03-25
23829,Aphrodite Barrera,Ghana,DETA100,Online,137,2012-02-16
23830,Haley Collins,Oman,SUPA101,Retail,37,2012-01-21
23831,Shaeleigh Kennedy,Costa Rica,DETA100,Online,140,2012-02-20
23832,Nita Monroe,Swaziland,PURA250,Online,49,2012-01-02
23833,Hilary Schultz,Qatar,SUPA103,Online,74,2012-03-19
23834,Hope Mcbride,"Virgin Islands, U.S.",SUPA102,Direct,23,2012-02-24
23835,Quinlan Jensen,Ukraine,SUPA101,Online,116,2012-03-21
23836,Hamish Crawford,Bouvet Island,SUPA105,Online,190,2012-03-25
23837,Lamar Rodriquez,Guinea-bissau,SUPA103,Online,151,2012-02-19
23838,Karina Riddle,Tuvalu,SUPA102,Online,133,2012-03-17
23839,Hedwig Harvey,Indonesia,SUPA101,Direct,182,2012-01-23
23840,Noelle Buckley,Netherlands Antilles,SUPA103,Online,203,2012-02-01
23841,Harriet Banks,Grenada,PURA200,Retail,170,2012-01-01
23842,Timothy Sharpe,Turkmenistan,DETA100,Online,190,2012-02-10
23843,Burke Rojas,Ukraine,SUPA103,Retail,211,2012-01-07
23844,Fallon Miles,Spain,DETA100,Online,179,2012-02-03
23845,Cameron Schmidt,New Caledonia,SUPA102,Direct,142,2012-01-06
23846,Indira Collier,Fiji,PURA100,Retail,19,2012-03-08
23847,Mannix Petersen,Turkey,DETA200,Direct,108,2012-01-23
23848,Harlan Baxter,Peru,SUPA104,Retail,62,2012-01-27
23849,Kasimir Navarro,American Samoa,DETA100,Online,50,2012-02-29
23850,Armand Farley,Faroe Islands,DETA800,Retail,156,2012-03-26
23851,Eve Bentley,Hong Kong,PURA250,Online,171,2012-02-17
23852,Ifeoma Oneill,Belarus,DETA200,Retail,164,2012-01-09
23853,Curran Watson,Sri Lanka,DETA800,Online,34,2012-03-02
23854,Hector Mcfadden,Svalbard and Jan Mayen,PURA100,Retail,189,2012-01-27
23855,Madaline Briggs,Suriname,PURA100,Online,145,2012-01-18
23856,Vivian Garrett,Estonia,SUPA104,Retail,92,2012-01-16
23857,Shelby Hendrix,Maldives,PURA100,Retail,45,2012-01-01
23858,Katelyn Merrill,Mali,DETA800,Online,81,2012-01-31
23859,Kelly Andrews,Seychelles,PURA500,Retail,185,2012-02-06
23860,Palmer Craft,Liberia,SUPA102,Online,161,2012-02-01
23861,Amy James,Rwanda,DETA100,Retail,12,2011-12-15
23862,Chastity Reynolds,Nauru,SUPA104,Online,25,2011-11-14
23863,Sara Parrish,Mongolia,PURA100,Online,184,2011-12-18
23864,Keaton Carr,Netherlands Antilles,DETA200,Direct,9,2011-09-13
23865,Ann Carney,Saint Helena,DETA200,Retail,37,2011-12-08
23866,Tatyana Ingram,Gabon,PURA200,Online,69,2011-10-02
23867,Elaine Le,"Korea, Republic of",SUPA102,Retail,132,2011-11-06
23868,Azalia Riddle,Belgium,SUPA102,Retail,141,2011-09-07
23869,Cameran Morrison,Christmas Island,DETA800,Online,44,2011-12-16
23870,Forrest Hayes,"Virgin Islands, British",PURA200,Online,210,2011-12-19
23871,Maggie Howard,New Zealand,PURA250,Online,152,2011-09-30
23872,Colin Vazquez,Botswana,SUPA105,Online,67,2011-09-07
23873,Leroy Russo,Samoa,PURA200,Retail,41,2011-12-27
23874,Marvin Oneil,Bosnia and Herzegovina,SUPA101,Online,61,2011-11-10
23875,Leah Kline,Belize,PURA100,Retail,92,2011-09-19
23876,Mechelle Gutierrez,Bouvet Island,SUPA102,Online,119,2011-10-25
23877,Kadeem Vasquez,Azerbaijan,DETA800,Online,119,2011-11-21
23878,Cheryl Horne,Ukraine,DETA100,Online,66,2011-11-06
23879,Savannah Everett,Czech Republic,PURA100,Online,9,2011-09-10
23880,Burke Vinson,Lebanon,SUPA102,Retail,96,2011-09-05
23881,Fitzgerald Fleming,Reunion,PURA200,Direct,104,2011-12-10
23882,Drake Gibson,Iraq,SUPA101,Online,180,2011-09-23
23883,Odysseus Vaughn,Burkina Faso,SUPA102,Online,7,2011-10-11
23884,Arden Atkinson,Guinea,SUPA103,Retail,109,2011-11-30
23885,Leigh Schultz,Italy,SUPA101,Retail,146,2011-09-27
23886,Brielle Roberson,Poland,SUPA103,Retail,141,2011-10-18
23887,Adam Blackburn,Lebanon,PURA200,Online,201,2011-11-20
23888,Hop Gomez,Qatar,SUPA105,Retail,132,2011-10-03
23889,Laith Conley,Peru,SUPA103,Retail,148,2011-12-20
23890,Astra Terry,Armenia,PURA500,Retail,184,2011-10-16
23891,Tucker Hudson,Azerbaijan,PURA500,Online,197,2011-11-27
23892,Madeson Holcomb,South Georgia and The South Sandwich Islands,DETA200,Online,72,2011-12-01
23893,Barclay Guerrero,Sierra Leone,SUPA105,Online,46,2011-09-16
23894,Talon Boyer,Niger,SUPA101,Online,104,2011-12-01
23895,Rudyard Chan,Sweden,PURA100,Retail,197,2011-11-11
23896,Lyle Lawson,Andorra,SUPA102,Online,3,2011-09-11
23897,Karen Buchanan,Central African Republic,DETA800,Retail,202,2011-11-11
23898,Karina Contreras,Kuwait,SUPA103,Retail,127,2011-11-10
23899,Garrett Burnett,Poland,SUPA101,Retail,178,2011-12-22
23900,Tana Velasquez,Antarctica,PURA200,Retail,54,2011-12-18
23901,Jasper Shannon,Guyana,PURA100,Retail,169,2011-09-27
23902,Quyn Russo,Qatar,DETA200,Online,128,2011-09-06
23903,Dillon Carlson,Italy,SUPA102,Online,2,2011-09-20
23904,Dean Galloway,Solomon Islands,PURA250,Direct,149,2011-11-19
23905,Rogan Best,Svalbard and Jan Mayen,PURA500,Retail,56,2011-12-06
23906,Deirdre Wyatt,Mongolia,DETA100,Retail,155,2011-10-19
23907,Zelda Dickson,Singapore,SUPA101,Online,162,2011-12-03
23908,Ashely Cherry,Saint Lucia,DETA800,Online,102,2011-10-20
23909,Cassady Scott,Qatar,SUPA103,Online,66,2011-10-28
23910,Zena Miranda,Kyrgyzstan,SUPA105,Direct,82,2011-10-21
23911,Sandra Rios,Costa Rica,PURA100,Retail,180,2011-10-30
23912,Chaney Myers,Kuwait,SUPA104,Retail,39,2011-12-05
23913,Eve Gill,Uruguay,SUPA102,Online,6,2011-10-26
23914,Aphrodite Cohen,Panama,DETA200,Retail,131,2011-12-19
23915,Janna Sears,Uzbekistan,SUPA101,Online,134,2011-11-03
23916,Howard Weaver,Somalia,DETA100,Online,212,2011-11-05
23917,Shellie Dean,Spain,SUPA105,Online,106,2011-10-25
23918,Ian Mcdaniel,Kazakhstan,PURA200,Direct,204,2011-09-04
23919,Desiree Booth,Cocos (Keeling) Islands,PURA100,Retail,120,2011-09-08
23920,Erica Vargas,Cambodia,PURA500,Retail,196,2011-12-05
23921,Lacey Greer,Algeria,DETA800,Direct,145,2011-10-04
23922,Brynn Avila,Myanmar,SUPA103,Retail,159,2011-12-01
23923,Isabelle Bass,Bolivia,DETA800,Online,196,2011-12-20
23924,Nadine Flores,United States Minor Outlying Islands,DETA100,Retail,120,2011-12-12
23925,Deanna Kelley,Nauru,SUPA101,Online,118,2011-12-24
23926,Fletcher Savage,Swaziland,SUPA105,Online,152,2011-12-27
23927,Shaeleigh Rivera,Congo,DETA800,Online,151,2011-10-16
23928,Maisie Witt,Malaysia,SUPA103,Online,74,2011-12-29
23929,Illana Mccall,Bouvet Island,SUPA104,Retail,47,2011-10-05
23930,Katelyn Finley,Comoros,PURA200,Retail,189,2011-10-30
23931,Merritt Sosa,Kuwait,PURA200,Retail,138,2011-09-14
23932,Brooke Shannon,United Arab Emirates,DETA200,Retail,115,2011-10-08
23933,Kenneth Bolton,Hungary,SUPA104,Online,208,2011-12-25
23934,Knox Fox,Solomon Islands,PURA100,Online,166,2011-11-02
23935,Colton Briggs,Syrian Arab Republic,SUPA103,Online,17,2011-10-19
23936,Felicia Alvarez,Haiti,SUPA102,Online,195,2011-10-29
23937,Desirae Christensen,Angola,DETA800,Online,162,2011-12-05
23938,Jennifer Montgomery,Saudi Arabia,SUPA105,Online,45,2011-10-31
23939,Lester Holmes,Haiti,DETA200,Retail,163,2011-09-23
23940,Lara Rogers,Hungary,PURA100,Online,131,2011-11-11
23941,Autumn Brock,Australia,SUPA102,Online,54,2011-09-13
23942,Fitzgerald Gray,Argentina,SUPA105,Direct,117,2011-12-03
23943,Morgan Turner,Norfolk Island,DETA800,Direct,128,2011-12-22
23944,Kylynn Woodward,Venezuela,DETA200,Direct,170,2011-11-28
23945,Audrey Wiggins,Poland,PURA500,Retail,183,2011-11-11
23946,Guinevere Ford,Swaziland,DETA100,Online,139,2011-11-12
23947,Rebekah Farley,Netherlands,SUPA102,Retail,113,2011-12-26
23948,Olympia Contreras,Sri Lanka,PURA100,Retail,170,2011-11-14
23949,Evelyn Garza,Bangladesh,DETA100,Retail,19,2011-09-08
23950,Wendy Norris,Faroe Islands,PURA200,Retail,93,2011-12-02
23951,Sasha Morton,Samoa,PURA500,Direct,10,2011-12-29
23952,Kevin Schwartz,Puerto Rico,PURA500,Online,81,2011-11-27
23953,Ferdinand Holder,Anguilla,PURA100,Retail,164,2011-09-06
23954,Sarah Leblanc,Morocco,PURA100,Online,106,2011-10-25
23955,Ethan Colon,Ukraine,PURA200,Retail,26,2011-10-26
23956,Amber Evans,Nigeria,DETA100,Retail,183,2011-11-06
23957,Lana Hunter,Australia,SUPA101,Direct,81,2011-10-26
23958,Malcolm Hoffman,Norfolk Island,DETA800,Retail,45,2011-12-15
23959,Buffy Powers,Oman,SUPA101,Retail,148,2011-12-04
23960,Brennan Lee,Brazil,SUPA104,Online,78,2011-09-24
23961,Garth Rogers,Bhutan,DETA200,Online,133,2011-12-10
23962,Mollie Chaney,Cameroon,PURA500,Retail,17,2011-09-28
23963,Mikayla Randall,"Taiwan, Province of China",PURA500,Retail,145,2011-12-29
23964,Ruth Mathews,Svalbard and Jan Mayen,PURA100,Direct,141,2011-10-23
23965,Joseph Hunt,Indonesia,DETA200,Online,44,2011-10-07
23966,Sonya Shaw,Sao Tome and Principe,SUPA103,Online,167,2011-11-08
23967,Hedy Murray,Dominican Republic,SUPA104,Online,143,2011-09-17
23968,Thomas Sanders,Luxembourg,DETA100,Retail,208,2011-09-23
23969,Buffy Moore,Nicaragua,PURA100,Retail,124,2011-12-05
23970,Alma Higgins,Hong Kong,PURA100,Online,148,2011-11-26
23971,Paki Richmond,Gibraltar,PURA250,Retail,114,2011-11-22
23972,Brent Cabrera,Vanuatu,SUPA102,Retail,192,2011-09-02
23973,Kennan Winters,Pakistan,PURA100,Online,142,2011-12-02
23974,Ila Webb,Sierra Leone,SUPA102,Retail,156,2011-12-18
23975,Lunea Nieves,Portugal,DETA100,Retail,123,2011-11-19
23976,Christine Hale,Malaysia,SUPA101,Online,70,2011-12-29
23977,Nichole Weiss,Zimbabwe,PURA100,Online,161,2011-11-09
23978,Dillon Barlow,Brunei Darussalam,DETA800,Retail,16,2011-12-19
23979,Cruz Morris,Anguilla,PURA200,Retail,163,2011-11-16
23980,Armando Huber,Slovakia,SUPA101,Retail,52,2011-11-08
23981,Yvonne Stanley,Timor-leste,SUPA104,Retail,39,2011-12-09
23982,Lillian Pitts,New Zealand,SUPA105,Online,67,2011-10-01
23983,Boris Brooks,China,DETA200,Online,30,2011-10-05
23984,Macey Prince,"Taiwan, Province of China",SUPA103,Retail,32,2011-12-24
23985,Amity Ware,Ecuador,SUPA105,Online,48,2011-11-03
23986,Darrel Harrell,Venezuela,PURA100,Online,61,2011-11-24
23987,Thaddeus Mercado,Czech Republic,SUPA101,Online,35,2011-10-05
23988,Logan Gates,Martinique,SUPA104,Online,81,2011-09-04
23989,Uma Ramos,Zimbabwe,DETA800,Online,58,2011-09-03
23990,Vera Perry,Myanmar,DETA100,Direct,71,2011-09-26
23991,Scarlett Padilla,Barbados,SUPA101,Online,55,2011-09-20
23992,Garth Durham,Wallis and Futuna,DETA100,Retail,34,2011-09-30
23993,Cooper Guy,Sweden,PURA100,Direct,161,2011-09-18
23994,Bethany Coffey,Andorra,DETA200,Retail,171,2011-10-14
23995,Brendan Mooney,Chad,DETA200,Retail,188,2011-12-14
23996,Patricia Stanley,Bahrain,PURA100,Online,58,2011-12-05
23997,Regan Whitehead,Turkey,PURA200,Online,161,2011-09-11
23998,Knox Tillman,Netherlands Antilles,PURA250,Online,127,2011-09-24
23999,Eden Padilla,Mauritius,SUPA103,Retail,94,2011-09-18
24000,Sopoline Stout,Greece,PURA500,Online,4,2011-12-11
24001,Emerald Rojas,Puerto Rico,PURA200,Retail,83,2011-12-11
24002,Ciara Burks,Equatorial Guinea,PURA200,Retail,22,2011-09-14
24003,Sybill Mendoza,Togo,SUPA104,Online,62,2011-09-23
24004,Sharon Elliott,Indonesia,DETA800,Online,140,2011-11-29
24005,Naida Silva,Estonia,DETA200,Retail,203,2011-12-10
24006,Mira Cameron,Croatia,DETA800,Retail,94,2011-10-18
24007,Rooney Herman,Faroe Islands,DETA800,Online,57,2011-10-06
24008,Devin Shepard,Iceland,PURA250,Online,139,2011-09-15
24009,Riley Sellers,Bahamas,SUPA102,Online,92,2011-11-10
24010,Cruz Ray,Eritrea,SUPA102,Retail,23,2011-10-13
24011,Merritt Romero,United Kingdom,PURA100,Online,60,2011-10-12
24012,Yvette Sosa,Antigua and Barbuda,SUPA101,Retail,133,2011-10-21
24013,Sylvester Lopez,"Iran, Islamic Republic of",SUPA104,Direct,68,2011-12-01
24014,Gregory Sykes,Chad,SUPA102,Online,38,2011-09-13
24015,Wade Walter,Puerto Rico,DETA800,Online,70,2011-12-21
24016,Megan Clemons,Croatia,SUPA101,Direct,63,2011-12-16
24017,Ignatius Contreras,Denmark,PURA250,Online,208,2011-11-13
24018,Willa Strong,Canada,SUPA103,Direct,37,2011-10-15
24019,Alfonso Shepherd,Guinea,SUPA105,Online,52,2011-09-29
24020,Sean Townsend,Bouvet Island,PURA500,Online,138,2011-12-30
24021,Ronan Stark,Lesotho,SUPA105,Retail,182,2011-09-29
24022,Kalia Roberson,Saint Pierre and Miquelon,PURA100,Online,84,2011-09-25
24023,Ignacia Olsen,Equatorial Guinea,DETA100,Retail,172,2011-12-22
24024,Olga Young,Mongolia,PURA200,Retail,208,2011-09-04
24025,Nina Shaffer,Norway,DETA800,Online,44,2011-10-14
24026,Sandra Odonnell,Congo,PURA100,Online,210,2011-09-22
24027,Paloma Duran,South Georgia and The South Sandwich Islands,SUPA103,Direct,156,2011-10-28
24028,Gisela Mckee,"Iran, Islamic Republic of",SUPA102,Retail,181,2011-11-03
24029,Theodore Wells,Bosnia and Herzegovina,PURA100,Online,98,2011-11-07
24030,Jordan Dawson,Austria,DETA200,Online,118,2011-11-02
24031,Neville Glenn,Luxembourg,DETA100,Online,161,2011-10-31
24032,Daquan Mckay,Western Sahara,DETA100,Retail,196,2011-09-26
